Project,CommitID,Developer,Title,Summary,IssueKey,IssueType,CreatedDate,latestDateBetweenUpdatedAndResolved,TimeToResolve(Days),Abstract Factory,Factory Method,Singleton,Adapter,Bridge,Composite,Decorator,Facade,Flyweight,Proxy,Chain of Responsibility,Mediator,Observer,State,Strategy,Template Method,Visitor
MINA,de1134b2eef2c0767b7dc9ab84e12be852c45f10,,,,,,,,,,,,1,,,,,,,,1,,,,,,,
MINA,b995f0a922d1d700ee5373d7bfd583b3f7769a92,,,,,,,,,,,,,,,,,1,,,,,,,,,
MINA,1a86718806570be7973d43600713d2f94362c1d9,,,,,,,,,,,,,-5,-1,,-3,-2,,,-3,,,-7,,,,,,,,
MINA,a6655f5adb346b4e6f7f5df153ab84e462c7e965,,,,,,,,,,,,,1,,,1,,,,,,,,,,,
MINA,ed14dac62ac13af129b46b8ace9648b74de80e67,,,,,,,,,,,,6,,,,1,,,,6,1,,1,,,,,,,
MINA,a03b417cfc2489afad930ecb03be03b9faccf99a,,,,,,,,,,,,,,,,,,,,1,,,,,,
MINA,4cf54c9ba411b594d1fda0ae0aab3a12b6bdb87a,,,,,,,,,,,,-1,,,,,,,,,,,,,,
MINA,9794e6541a289b1199ace80a5706994970ba552d,,,,,,,,,,,,,,,,,,,,,,,1,,,
MINA,090d9b1c4bbf47f7f4c514e0c9051de5c975d3f7,,,,,,,,,,,,,-2,,,-1,,,,,,,,,,,
MINA,b10fa72fe928118a27666b518dc4954acaecd16d,,,,,,,,,,,,,,,,,1,,,1,,,3,,,,,
MINA,daf2d78341fcd212e089493e4b25211ca0b722d7,,,,,,,,,,,,-14,-13,-1,,-4,-2,,,-24,-4,,-16,,,,,,,,,,
MINA,144d8fea7c22b40b7f47593575e398c1542a8f9a,Unassigned,[DIRMINA-209] SocketIoProcessor singleton causes performance wall under load,SocketIoProcessor singleton causes performance wall under load,DIRMINA-209,Bug,Sat- 29 Apr 2006 06:32:20 +0000,Tue- 26 May 2009 00:51:23 +0000,0,,,,,,,,,,,,1,,,,,,
MINA,9b353be9c76e2ec8946b0be30d78c94430400ed4,Peter A Royal Jr.,[DIRMINA-206] Prevent OutOfMemoryError when a server or a client is overloaded,Prevent OutOfMemoryError when a server or a client is overloaded,DIRMINA-206,Improvement,Wed- 12 Apr 2006 17:22:57 +0000,Tue- 26 Sep 2006 05:06:26 +0000,166,,,,,,,,1,1,,,2,,,,,,,,
MINA,07da56db652eeea1e5bdb8dafd01e8de0e87b4d1,,,,,,,,,,,,,,,,,2,,,,,,,,,
MINA,292365568b54dd4f4f8005ed1ad77ff32ca986bb,Trustin Lee,[DIRMINA-448] Allow Object keys for session attributes.,Allow Object keys for session attributes.,DIRMINA-448,Improvement,Fri- 28 Sep 2007 20:02:15 +0000,Sat- 29 Sep 2007 21:50:36 +0000,1,,,,3,,,,1,,,,6,1,,1,,,,,,,
MINA,1764aaffc322b5286e0e4b4b12eaa4565d0a1341,Edouard De Oliveira,[DIRMINA-587] The proxy sample does not work - results in a NullPointerException,The proxy sample does not work - results in a NullPointerException,DIRMINA-587,Test,Sun- 18 May 2008 19:27:16 +0000,Mon- 11 Aug 2008 08:18:24 +0000,64,,,,,,,,,1,,,,,,,,,
MINA,54e53674c17bd478622b5de07e278f00350ec9e0,,,,,,,,,,,,-1,,,,-1,,,,-5,,,-1,,,,,,
MINA,fff3ee7e593982ec6659531ac1a06ef2cbe4bf6f,,,,,,,,,,,,,,,,,,,,1,,,,,,
MINA,edb421a7e577323c231883c7d21e0892785eb3b4,,,,,,,,,,,,-6,,,,-1,,,,-6,-1,,-1,,,,,,,
MINA,865202608a014e404711027d5bfa52aecd1a4d5b,,,,,,,,,,,,14,5,1,,6,2,,,16,,,10,,,,,,,,,
