Project,CommitID,Developer,Title,Summary,IssueKey,IssueType,CreatedDate,ResolvedDate,PatternChanges
MINA,144d8fea7c22b40b7f47593575e398c1542a8f9a,Unassigned,[DIRMINA-209] SocketIoProcessor singleton causes performance wall under load,SocketIoProcessor singleton causes performance wall under load,DIRMINA-209,Bug,Sat- 29 Apr 2006 06:32:20 +0000,Sat- 29 Apr 2006 23:46:35 +0000,, , , , , , , , , , , 1 instances of the Mediator Pattern were ADDED, , , , , , 
MINA,9b353be9c76e2ec8946b0be30d78c94430400ed4,Peter A Royal Jr.,[DIRMINA-206] Prevent OutOfMemoryError when a server or a client is overloaded,Prevent OutOfMemoryError when a server or a client is overloaded,DIRMINA-206,Improvement,Wed- 12 Apr 2006 17:22:57 +0000,Tue- 26 Sep 2006 05:06:26 +0000,, , , , , , , 1 instances of the Facade Pattern were ADDED, 1 instances of the Flyweight Pattern were ADDED, , , 2 instances of the Mediator Pattern were ADDED, , , , , , , , 
MINA,292365568b54dd4f4f8005ed1ad77ff32ca986bb,Trustin Lee,[DIRMINA-448] Allow Object keys for session attributes.,Allow Object keys for session attributes.,DIRMINA-448,Improvement,Fri- 28 Sep 2007 20:02:15 +0000,Sat- 29 Sep 2007 21:50:36 +0000,, , , 3 instances of the Adapter Pattern were ADDED, , , , 1 instances of the Facade Pattern were ADDED, , , , 6 instances of the Mediator Pattern were ADDED, 1 instances of the Observer Pattern were ADDED, , 1 instances of the Strategy Pattern were ADDED, , , , , , , 
MINA,1764aaffc322b5286e0e4b4b12eaa4565d0a1341,Edouard De Oliveira,[DIRMINA-587] The proxy sample does not work - results in a NullPointerException,The proxy sample does not work - results in a NullPointerException,DIRMINA-587,Test,Sun- 18 May 2008 19:27:16 +0000,Tue- 22 Jul 2008 06:57:41 +0000,, , , , , , , , 1 instances of the Flyweight Pattern were ADDED, , , , , , , , , 
MINA,957d6c95b0134453429123aca46ed79bce6a8a0f,Trustin Lee,[DIRMINA-260] Utilize backport-util-concurrent Executor,Utilize backport-util-concurrent Executor,DIRMINA-260,Improvement,Fri- 8 Sep 2006 03:34:13 +0000,Fri- 8 Sep 2006 03:36:09 +0000,, , , 1 instances of the Adapter Pattern were REMOVED, , , , 1 instances of the Facade Pattern were REMOVED, , , , 4 instances of the Mediator Pattern were REMOVED, 1 instances of the Observer Pattern were REMOVED, , , , , , , , 
MINA,86d61335e5872c6639976ad5f60fd14c9e6205d7,Trustin Lee,[DIRMINA-354] Software grant for a KeepAlive functionality,Software grant for a KeepAlive functionality,DIRMINA-354,New Feature,Mon- 26 Feb 2007 14:20:40 +0000,Tue- 23 Oct 2007 02:43:53 +0000,, , , 3 instances of the Adapter Pattern were ADDED, , , , 1 instances of the Facade Pattern were ADDED, 1 instances of the Flyweight Pattern were ADDED, , , 7 instances of the Mediator Pattern were ADDED, 1 instances of the Observer Pattern were ADDED, , 2 instances of the Strategy Pattern were ADDED, , , , , , , , 
MINA,33dab1ed8fb913fbae1f7ca7f8d21b88d51d97ee,Trustin Lee,[DIRMINA-447] Allow adding more than one IoFilters of the same type.,Allow adding more than one IoFilters of the same type.,DIRMINA-447,Improvement,Fri- 28 Sep 2007 19:55:27 +0000,Sun- 30 Sep 2007 18:52:52 +0000,, , , 3 instances of the Adapter Pattern were ADDED, , , , 2 instances of the Facade Pattern were ADDED, , , , 13 instances of the Mediator Pattern were ADDED, 1 instances of the Observer Pattern were ADDED, , 1 instances of the Strategy Pattern were ADDED, , , , , , , 
MINA,b8acf1011ddecf64a72cb37e7338ac56c1577ead,Unassigned,[DIRMINA-185] Refactor IoFilter life cycle management,Refactor IoFilter life cycle management,DIRMINA-185,Improvement,Sun- 5 Mar 2006 19:02:26 +0000,Sat- 29 Apr 2006 23:45:40 +0000,, , 1 instances of the Singleton Pattern were REMOVED, , , , 1 instances of the Decorator Pattern were ADDED, , 1 instances of the Flyweight Pattern were REMOVED, , , , , , , , , , , 
MINA,19162cffab8b391ca1e92f378a95ff1e51560a40,Trustin Lee,[DIRMINA-161] A ObjectSerializationEncoder that works with Java's ObjectInputStream.readObject(),A ObjectSerializationEncoder that works with Java's ObjectInputStream.readObject(),DIRMINA-161,New Feature,Tue- 10 Jan 2006 02:12:17 +0000,Wed- 20 Sep 2006 05:07:15 +0000,, , , , , , , , , 2 instances of the Proxy Pattern were ADDED, , , , , , , , 
MINA,ec14b595de20c1e01adf627a15b5c14d7ae54fa2,Maarten Bosteels,[DIRMINA-513] get rid of IoSessionLogger ,get rid of IoSessionLogger ,DIRMINA-513,Improvement,Tue- 15 Jan 2008 08:30:16 +0000,Mon- 11 Feb 2008 21:39:20 +0000,, , , , , , 1 instances of the Decorator Pattern were REMOVED, 1 instances of the Facade Pattern were REMOVED, , , , 1 instances of the Mediator Pattern were REMOVED, , , 3 instances of the Strategy Pattern were REMOVED, , , , , , 
