Project;CommitID;Developer;Title;Summary;IssueKey;IssueType;CreatedDate;ResolvedDate;PatternChanges;Column1;Column2;Column3
MINA;2dead9ca300eb1776203c64ec29f62288b105ab0;Trustin Lee;[DIRMINA-566] ConnectionThrottleFilter doesn't forward sessionCreated event.;ConnectionThrottleFilter doesn't forward sessionCreated event.;DIRMINA-566;Bug;Mon- 7 Apr 2008 11:08:40 +0000;Mon- 7 Apr 2008 11:10:21 +0000;2 instances of the Bridge Pattern were ADDED;3 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were REMOVED;1 instances of the Strategy Pattern were ADDED
MINA;2eb3067109a5661951862f9ebf199ccec8ed007c;Trustin Lee;[DIRMINA-567] NPE in AbstractIoSession after getWaitingReadFutures;NPE in AbstractIoSession after getWaitingReadFutures;DIRMINA-567;Bug;Mon- 7 Apr 2008 12:55:48 +0000;Tue- 8 Apr 2008 08:51:19 +0000;2 instances of the Bridge Pattern were REMOVED;3 instances of the Facade Pattern were REMOVED;1 instances of the Strategy Pattern were REMOVED;
MINA;6d67f2f6d011b24a9d10d599a5a7c9ff31364b54;Trustin Lee;[DIRMINA-568] Improve KeepAliveFilter to provide customizable timeout handler.;Improve KeepAliveFilter to provide customizable timeout handler.;DIRMINA-568;Improvement;Wed- 9 Apr 2008 11:26:05 +0000;Wed- 9 Apr 2008 11:33:01 +0000;1 instances of the Proxy Pattern were ADDED;;;
MINA;2e6680319c5d55b39eeb7e5790f3807ff719a595;Unassigned;[DIRMINA-571] SocketConnectorTest.testConnectFutureSuccessTiming() fails;SocketConnectorTest.testConnectFutureSuccessTiming() fails;DIRMINA-571;Bug;Thu- 17 Apr 2008 20:00:02 +0000;Thu- 17 Apr 2008 20:02:48 +0000;2 instances of the Bridge Pattern were ADDED;3 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were ADDED;1 instances of the Strategy Pattern were ADDED
MINA;dc5113f84adb899be393ef71f2de00570153a182;Trustin Lee;[DIRMINA-570] NullPointerException in NioProcessor.transferFile;NullPointerException in NioProcessor.transferFile;DIRMINA-570;Bug;Wed- 16 Apr 2008 18:03:05 +0000;Sun- 20 Apr 2008 05:14:51 +0000;2 instances of the Bridge Pattern were REMOVED;3 instances of the Facade Pattern were REMOVED;1 instances of the Proxy Pattern were REMOVED;1 instances of the Strategy Pattern were REMOVED
MINA;5468d2cc684f39aa75349314a315a0b56b4d89da;Trustin Lee;[DIRMINA-583] NioSocketAcceptor.reuseAddress should be false by default.;NioSocketAcceptor.reuseAddress should be false by default.;DIRMINA-583;Bug;Tue- 13 May 2008 03:25:17 +0000;Tue- 13 May 2008 03:27:06 +0000;2 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were REMOVED;;
MINA;749a222b4fa9cbf0783eb084a9de8c36e71dac84;Trustin Lee;[DIRMINA-580] Session Idle times out when SSL is enabled;Session Idle times out when SSL is enabled;DIRMINA-580;Bug;Tue- 6 May 2008 05:46:17 +0000;Wed- 14 May 2008 04:50:59 +0000;2 instances of the Bridge Pattern were ADDED;3 instances of the Facade Pattern were ADDED;1 instances of the Strategy Pattern were ADDED;
MINA;e0316ce98cd7313ca36140e0095d42496a3c469d;Trustin Lee;[DIRMINA-578] in tennis example version 1.1.7 is fine but for version 2.0M1- there's a funny output order (all RCVD first and SENT last). ;in tennis example version 1.1.7 is fine but for version 2.0M1- there's a funny output order (all RCVD first and SENT last). ;DIRMINA-578;Bug;Wed- 30 Apr 2008 09:40:19 +0000;Wed- 14 May 2008 05:29:19 +0000;2 instances of the Bridge Pattern were REMOVED;3 instances of the Facade Pattern were REMOVED;1 instances of the Proxy Pattern were ADDED;1 instances of the Strategy Pattern were REMOVED
MINA;1f9d3261f4aa65f4ce1a0a593f88258c89f98e97;Julien Vermillard;[DIRMINA-584] Using apr-transport crashes jvm on Linux;Using apr-transport crashes jvm on Linux;DIRMINA-584;Bug;Wed- 14 May 2008 00:35:15 +0000;Fri- 6 Jun 2008 08:25:40 +0000;1 instances of the Proxy Pattern were REMOVED;;;
MINA;a7d304efe9fcc10835f35b3e64630f27b89aa7d1;Julien Vermillard;[DIRMINA-579] ConsumeToEndOfSessionDecodingState not finish decode if the buffer is empty;ConsumeToEndOfSessionDecodingState not finish decode if the buffer is empty;DIRMINA-579;Bug;Fri- 2 May 2008 09:46:31 +0000;Mon- 19 May 2008 09:59:05 +0000;2 instances of the Facade Pattern were ADDED;;;
MINA;89734ea88700b181551be5c77de90ee95a016144;Julien Vermillard;[DIRMINA-584] Using apr-transport crashes jvm on Linux;Using apr-transport crashes jvm on Linux;DIRMINA-584;Bug;Wed- 14 May 2008 00:35:15 +0000;Fri- 6 Jun 2008 08:25:40 +0000;2 instances of the Facade Pattern were REMOVED;1 instances of the Proxy Pattern were ADDED;;
MINA;4ceb53d54f5b6c8b0bad594c0e34a89ae76fee2b;Unassigned;[DIRMINA-591] Javadoc & documentation for org/apache/mina/filter/codec/statemachine/;Javadoc & documentation for org/apache/mina/filter/codec/statemachine/;DIRMINA-591;Improvement;Mon- 26 May 2008 15:02:21 +0000;Mon- 9 Jun 2008 08:35:44 +0000;2 instances of the Facade Pattern were ADDED;;;
MINA;f365b75a7dd9abf3fd540d81fec44bec3628d924;Ashish Paliwal;[DIRMINA-594] Javadoc & documentation for APR transport;Javadoc & documentation for APR transport;DIRMINA-594;Improvement;Mon- 26 May 2008 15:46:57 +0000;Mon- 23 Mar 2009 10:41:43 +0000;1 instances of the Proxy Pattern were ADDED;;;
MINA;cdf808eac01e3dd088ee3f3127ed046490c8f3f6;Julien Vermillard;[DIRMINA-600] IoFuture::isReady need to be renamed;IoFuture::isReady need to be renamed;DIRMINA-600;Improvement;Tue- 3 Jun 2008 20:56:18 +0000;Wed- 16 Jul 2008 21:27:02 +0000;1 instances of the Facade Pattern were REMOVED;;;
MINA;7eacbd8c73450ed71ebe9e2b2e793a703a86e7ae;Edouard De Oliveira;[DIRMINA-608] Move stats out of the IoService API;Move stats out of the IoService API;DIRMINA-608;Improvement;Sun- 13 Jul 2008 13:02:32 +0000;Sun- 10 Aug 2008 21:22:33 +0000;1 instances of the Facade Pattern were ADDED;;;
MINA;912385eb3402a82ce69ee2c994e5b11c4ddffca1;Edouard De Oliveira;[DIRMINA-519] BufferingFilter;BufferingFilter;DIRMINA-519;New Feature;Thu- 24 Jan 2008 09:58:30 +0000;Sun- 10 Aug 2008 20:56:25 +0000;1 instances of the Facade Pattern were REMOVED;;;
MINA;7f8f61bc1919f3fceafdcfdc951394d7dbd0632f;Edouard De Oliveira;[DIRMINA-519] BufferingFilter;BufferingFilter;DIRMINA-519;New Feature;Thu- 24 Jan 2008 09:58:30 +0000;Sun- 10 Aug 2008 20:56:25 +0000;1 instances of the Facade Pattern were REMOVED;;;
MINA;1764aaffc322b5286e0e4b4b12eaa4565d0a1341;Edouard De Oliveira;[DIRMINA-587] The proxy sample does not work - results in a NullPointerException;The proxy sample does not work - results in a NullPointerException;DIRMINA-587;Test;Sun- 18 May 2008 19:27:16 +0000;Tue- 22 Jul 2008 06:57:41 +0000;1 instances of the Proxy Pattern were ADDED;;;
MINA;6fea27c98213c50b9a8e379f3b6ecd400b29708f;Edouard De Oliveira;[DIRMINA-394] Port the 'Haiku' example to 1.0 and trunk;Port the 'Haiku' example to 1.0 and trunk;DIRMINA-394;Task;Thu- 5 Jul 2007 07:49:21 +0000;Wed- 23 Jul 2008 20:21:12 +0000;1 instances of the Facade Pattern were ADDED;;;
MINA;c6497062e34aab2d237aab01581f402224c032ca;Sangjin Lee;[DIRMINA-610] ByteBuffer.getString() performance issues;ByteBuffer.getString() performance issues;DIRMINA-610;Bug;Fri- 18 Jul 2008 18:37:33 +0000;Tue- 22 Jul 2008 21:30:28 +0000;1 instances of the Facade Pattern were REMOVED;;;
MINA;aca02e76a44943028e34de49140231846d09c8bc;Edouard De Oliveira;[DIRMINA-608] Move stats out of the IoService API;Move stats out of the IoService API;DIRMINA-608;Improvement;Sun- 13 Jul 2008 13:02:32 +0000;Sun- 10 Aug 2008 21:22:33 +0000;2 instances of the Strategy Pattern were ADDED;;;
MINA;2764c02d518e960bc0eb83cab3c493a088b9ab64;Edouard De Oliveira;[DIRMINA-415] Proxy support;Proxy support;DIRMINA-415;New Feature;Thu- 2 Aug 2007 10:18:20 +0000;Fri- 5 Dec 2008 15:43:33 +0000;2 instances of the Facade Pattern were ADDED;2 instances of the Flyweight Pattern were ADDED;1 instances of the Proxy Pattern were ADDED;2 instances of the Strategy Pattern were ADDED
MINA;0346604944af88b5f97b850e806b497c7ee69690;Edouard De Oliveira;[DIRMINA-616] New release.xml file;New release.xml file;DIRMINA-616;Improvement;Tue- 12 Aug 2008 20:40:13 +0000;Sun- 21 Jun 2009 11:11:35 +0000;1 instances of the Facade Pattern were ADDED;;;
MINA;303df69552b021c6cb7d6f3fb97070808da0be1d;Edouard De Oliveira;[DIRMINA-415] Proxy support;Proxy support;DIRMINA-415;New Feature;Thu- 2 Aug 2007 10:18:20 +0000;Fri- 5 Dec 2008 15:43:33 +0000;1 instances of the Proxy Pattern were REMOVED;;;
MINA;9e0be7afe78aef59689e16521aa0481e8e6b68da;Edouard De Oliveira;[DIRMINA-630] CRLF constants for LineDelimiter;CRLF constants for LineDelimiter;DIRMINA-630;Improvement;Thu- 16 Oct 2008 16:13:30 +0000;Sat- 15 Nov 2008 01:31:08 +0000;1 instances of the Facade Pattern were ADDED;;;
MINA;2b6236119c785258eaf18636a70547d433e899df;Edouard De Oliveira;[DIRMINA-652] Socks5LogicHandler.encodeProxyRequestPacket(final SocksProxyRequest request) should check that the result of request.getEndpointAddress() is resolved before using it ;Socks5LogicHandler.encodeProxyRequestPacket(final SocksProxyRequest request) should check that the result of request.getEndpointAddress() is resolved before using it ;DIRMINA-652;Bug;Mon- 22 Dec 2008 14:46:33 +0000;Wed- 24 Dec 2008 01:29:07 +0000;1 instances of the Facade Pattern were ADDED;;;
MINA;584157b38da8daacb5cb4e3b90ba4477ffe401b3;Emmanuel Lécharny;[DIRMINA-661] DummySession.close(true) not notifying close listener;DummySession.close(true) not notifying close listener;DIRMINA-661;Bug;Fri- 13 Feb 2009 05:06:14 +0000;Fri- 13 Feb 2009 08:12:46 +0000;1 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were ADDED;;
MINA;475c76899ed7752f49be242708d8645338dc549d;Emmanuel Lécharny;[DIRMINA-664] EMPTY_* IoBuffer constants can be made mutable and cause data errors;EMPTY_* IoBuffer constants can be made mutable and cause data errors;DIRMINA-664;Bug;Thu- 26 Feb 2009 17:11:55 +0000;Fri- 27 Feb 2009 13:46:42 +0000;1 instances of the Proxy Pattern were REMOVED;;;
MINA;7d28dfd30055a2e91ab1ce213b8ccec8298d4b2a;Emmanuel Lécharny;[DIRMINA-667] NioDatagramConnector.newHandle leaks DatagramChannels on bind exception;NioDatagramConnector.newHandle leaks DatagramChannels on bind exception;DIRMINA-667;Bug;Sat- 7 Mar 2009 02:42:58 +0000;Sun- 8 Mar 2009 20:19:25 +0000;1 instances of the Facade Pattern were REMOVED;;;
MINA;a85b16cd2e8e64e59225a1b5912f54546bf15963;Julien Vermillard;[DIRMINA-646] More than required data sent on serial port through serial transport;More than required data sent on serial port through serial transport;DIRMINA-646;Bug;Thu- 11 Dec 2008 06:52:53 +0000;Mon- 9 Mar 2009 09:20:30 +0000;2 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were ADDED;;
MINA;7459ac943d73cbe782c7ac1f3acb92ae3f8d50b5;Emmanuel Lécharny;[DIRMINA-675] Duplicate data from decoder;Duplicate data from decoder;DIRMINA-675;Bug;Mon- 16 Mar 2009 15:22:58 +0000;Tue- 17 Mar 2009 10:24:09 +0000;1 instances of the Facade Pattern were REMOVED;;;
MINA;a6298bc6bf530527c8ce5ba3191ea1f35f155e57;Ashish Paliwal;[DIRMINA-676] ObjectMBean throws NullPointerException when accessing non-existing attributes;ObjectMBean throws NullPointerException when accessing non-existing attributes;DIRMINA-676;Bug;Tue- 17 Mar 2009 10:08:57 +0000;Wed- 18 Mar 2009 09:04:47 +0000;1 instances of the Facade Pattern were ADDED;;;
MINA;edeb5f70cfe77c3c4464de16ec9997edfc4cc91a;Emmanuel Lécharny;[DIRMINA-677] AbstractIoSession sometimes throws java.lang.Error in toString();AbstractIoSession sometimes throws java.lang.Error in toString();DIRMINA-677;Bug;Wed- 18 Mar 2009 20:37:55 +0000;Thu- 19 Mar 2009 23:52:00 +0000;1 instances of the Facade Pattern were REMOVED;1 instances of the Proxy Pattern were ADDED;;
MINA;6c7ad9c34415531d6bb1e27ed1b06fe7c93fb4a3;Emmanuel Lécharny;[DIRMINA-672] CumulativeProtocolDecoder/ DemuxingProtocolDecoder;CumulativeProtocolDecoder/ DemuxingProtocolDecoder;DIRMINA-672;Bug;Fri- 13 Mar 2009 18:26:51 +0000;Wed- 6 May 2009 12:14:28 +0000;1 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were REMOVED;;
MINA;d021fc1ef7295af8a5b1a9afb3fc9f5328db53ae;Emmanuel Lécharny;[DIRMINA-687] 2.0.0-M5 REGRESSION: sessionClosed called before doDecode completes;2.0.0-M5 REGRESSION: sessionClosed called before doDecode completes;DIRMINA-687;Bug;Thu- 16 Apr 2009 20:48:40 +0000;Wed- 13 May 2009 23:25:26 +0000;1 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were ADDED;;
MINA;57556bb60c825d27031e01eafa7165012bb3ee65;Emmanuel Lécharny;[DIRMINA-713] IoBufferHexDumper.getHexdump() over-allocates memory;IoBufferHexDumper.getHexdump() over-allocates memory;DIRMINA-713;Bug;Wed- 20 May 2009 14:38:20 +0000;Wed- 20 May 2009 21:05:03 +0000;2 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were ADDED;;
MINA;a154497e76ee2f394bd858bf9cc28745d4c17cee;Maarten Bosteels;[DIRMINA-711] Adding some logs in the chain make the MDCFilter tests to fail;Adding some logs in the chain make the MDCFilter tests to fail;DIRMINA-711;Bug;Mon- 18 May 2009 08:24:39 +0000;Wed- 13 Jan 2010 00:03:03 +0000;1 instances of the Proxy Pattern were REMOVED;;;
MINA;0c1d3018e3450e4a5119e985c1bf98f05bdbcae8;Emmanuel Lécharny;[DIRMINA-717] DefaultIoFuture.awaitUninterrruptibly() doesn't wait!;DefaultIoFuture.awaitUninterrruptibly() doesn't wait!;DIRMINA-717;Bug;Thu- 4 Jun 2009 10:25:24 +0000;Thu- 4 Jun 2009 13:40:38 +0000;1 instances of the Facade Pattern were REMOVED;;;
MINA;5c72e65fa8fc8401b4b23cc9065cfbb919de8c60;Emmanuel Lécharny;[DIRMINA-710] Replace the current @author tags using http://mina.apache.org instead of the ML address;Replace the current @author tags using http://mina.apache.org instead of the ML address;DIRMINA-710;Task;Thu- 14 May 2009 09:06:39 +0000;Wed- 10 Jun 2009 12:53:21 +0000;1 instances of the Proxy Pattern were REMOVED;;;
MINA;ddcbeadcc2693be05203e358d1d737a9ac61f5d0;Edouard De Oliveira;[DIRMINA-709] PENDING session is removed and added endlessly  -- garbage allocation and high CPU usage problem;PENDING session is removed and added endlessly  -- garbage allocation and high CPU usage problem;DIRMINA-709;Bug;Tue- 5 May 2009 11:16:32 +0000;Sun- 14 Jun 2009 20:42:22 +0000;1 instances of the Proxy Pattern were REMOVED;;;
MINA;4e618741ff1ac4a76ce3d713d221dbb9e19532fa;Emmanuel Lécharny;[DIRMINA-718] Sometimes AbstractIoSession.toString() invoked java.net.SocketException;Sometimes AbstractIoSession.toString() invoked java.net.SocketException;DIRMINA-718;Bug;Tue- 16 Jun 2009 05:06:19 +0000;Tue- 16 Jun 2009 07:40:47 +0000;1 instances of the Facade Pattern were ADDED;1 instances of the Proxy Pattern were ADDED;;
MINA;5a2ef13bb1830860d03b6dd802743c9ff395b5b7;Julien Vermillard;[DIRMINA-714] Packet sequence is unordered in multi thread.;Packet sequence is unordered in multi thread.;DIRMINA-714;Bug;Wed- 27 May 2009 08:02:09 +0000;Mon- 12 Oct 2009 10:01:20 +0000;1 instances of the Proxy Pattern were REMOVED;;;
MINA;ec3e0708d91cfd636781d345482be6029dd32be8;Edouard De Oliveira;[DIRMINA-632] WriteFuture.awaitUninterruptibly() or .join() hangs if write() throws Exceptions;WriteFuture.awaitUninterruptibly() or .join() hangs if write() throws Exceptions;DIRMINA-632;Bug;Fri- 24 Oct 2008 06:09:27 +0000;Mon- 22 Jun 2009 17:55:42 +0000;1 instances of the Proxy Pattern were ADDED;;;
MINA;7e4571d5e7ba8d3abe18b171628474ac28509182;Edouard De Oliveira;[DIRMINA-632] WriteFuture.awaitUninterruptibly() or .join() hangs if write() throws Exceptions;WriteFuture.awaitUninterruptibly() or .join() hangs if write() throws Exceptions;DIRMINA-632;Bug;Fri- 24 Oct 2008 06:09:27 +0000;Mon- 22 Jun 2009 17:55:42 +0000;1 instances of the Facade Pattern were REMOVED;;;
